customer_id,customer_name,customer_segment
371,Cari MacIntyre,Corporate
372,Eudokia Martin,Home Office
373,Fred Hopkins,Home Office
374,Amy Cox,Small Business
375,Aimee Bixby,Home Office
376,Anemone Ratner,Small Business
377,Chris Selesnick,Home Office
378,Noel Staavos,Home Office
379,Dean Braden,Corporate
380,Lena Creighton,Corporate
381,Matt Collister,Home Office
382,Lena Creighton,Home Office
383,Erica Smith,Small Business
384,Janet Martin,Corporate
385,Andrew Roberts,Small Business
386,Michael Dominguez,Home Office
387,Thomas Boland,Corporate
388,Olvera Toch,Home Office
389,Lena Radford,Small Business
390,Sean Christensen,Home Office
391,Todd Boyes,Consumer
392,Todd Boyes,Small Business
393,Sean Miller,Small Business
394,Phillip Breyer,Corporate
395,Michelle Ellison,Small Business
396,Michelle Ellison,Consumer
397,Scot Coram,Corporate
398,Natalie Fritzler,Home Office
399,Nathan Gelder,Home Office
400,Patricia Hirasaki,Home Office
401,Maria Zettner,Corporate
402,Matthew Clasen,Consumer
403,Patrick O'Donnell,Home Office
404,Harry Marie,Consumer
405,Victoria Wilson,Home Office
406,Shahid Collister,Home Office
407,Katrina Bavinger,Home Office
408,Michelle Ellison,Home Office
409,Thea Hendricks,Home Office
410,Corey Catlett,Home Office
411,Ed Jacobs,Small Business
412,Keith Herrera,Small Business
413,Carlos Meador,Corporate
414,Raymond Fair,Small Business
415,Karl Brown,Home Office
416,Natalie Webber,Consumer
417,Eric Barreto,Consumer
418,Barry Franz,Corporate
419,Craig Yedwab,Corporate
420,Eric Barreto,Small Business
421,Chuck Sachs,Consumer
422,Muhammed Lee,Consumer
423,Karl Brown,Corporate
424,Bobby Trafton,Small Business
425,David Flashing,Home Office
426,Troy Staebel,Small Business
427,Nora Paige,Small Business
428,Harold Dahlen,Corporate
429,Jay Fine,Consumer
430,Dan Campbell,Corporate
431,George Zrebassa,Home Office
432,Eleni McCrary,Corporate
433,Astrea Jones,Corporate
434,Giulietta Dortch,Consumer
435,Cathy Hwang,Home Office
436,Damala Kotsonis,Corporate
437,Dianna Arnett,Home Office
438,Fred McMath,Small Business
439,Christy Brittain,Consumer
440,Tom Prescott,Small Business
441,Yana Sorensen,Corporate
442,Harold Dahlen,Consumer
443,Brad Thomas,Corporate
444,Cynthia Voltz,Corporate
445,Dean Percer,Consumer
446,Ben Peterman,Corporate
447,Tracy Poddar,Corporate
448,Michael Paige,Small Business
449,Corey Roper,Small Business
450,Maureen Gastineau,Consumer
451,Muhammed Yedwab,Consumer
452,Alex Grayson,Consumer
453,Chris Cortes,Consumer
454,Dan Campbell,Small Business
455,Sara Luxemburg,Small Business
456,Eric Murdock,Home Office
457,Paul Knutson,Corporate
458,Nicole Brennan,Consumer
459,Jennifer Patt,Home Office
460,Elpida Rittenbach,Consumer
461,David Wiener,Consumer
462,Peter McVee,Small Business
463,Karen Carlisle,Home Office
464,Stefania Perrino,Corporate
465,Paul Lucas,Corporate
466,George Zrebassa,Small Business
467,Evan Henry,Corporate
468,Alyssa Tate,Small Business
469,Michael Stewart,Small Business
470,Shirley Jackson,Corporate
471,Natalie Webber,Corporate
472,Karen Carlisle,Corporate
473,Katherine Murray,Home Office
474,Berenike Kampe,Corporate
475,Dean Percer,Home Office
476,Erica Hernandez,Small Business
477,Tony Molinari,Corporate
478,Elizabeth Moffitt,Consumer
479,David Flashing,Consumer
480,Deanra Eno,Corporate
481,Bobby Trafton,Corporate
482,Mark Packer,Small Business
483,Ann Blume,Small Business
484,Alan Shonely,Small Business
485,Katrina Willman,Consumer
486,Anthony Garverick,Small Business
487,Aaron Hawkins,Home Office
488,Dave Poirier,Small Business
489,Bradley Drucker,Small Business
490,Mark Haberlin,Small Business
491,Brad Thomas,Home Office
492,Brendan Murry,Corporate
493,Emily Burns,Home Office
494,Michael Oakman,Small Business
495,Deborah Brumfield,Small Business
496,Robert Barroso,Small Business
497,Darrin Sayre,Consumer
498,Deborah Brumfield,Corporate
499,Eleni McCrary,Home Office
500,Michael Kennedy,Corporate
501,Marc Crier,Corporate
502,Bobby Elias,Small Business
503,Joni Wasserman,Consumer
504,Karen Ferguson,Home Office
505,Giulietta Dortch,Corporate
506,Bradley Talbott,Small Business
507,Bradley Talbott,Corporate
508,Brian Stugart,Corporate
509,Julia Barnett,Corporate
510,Emily Phan,Consumer
511,Liz Willingham,Home Office
512,Denise Leinenbach,Home Office
513,Bill Tyler,Consumer
514,Denise Leinenbach,Corporate
515,Debra Catini,Small Business
516,Becky Martin,Home Office
517,Benjamin Venier,Small Business
518,Nora Paige,Consumer
519,Bill Shonely,Small Business
520,Craig Yedwab,Consumer
521,Pierre Wener,Home Office
522,Julie Kriz,Corporate
523,Sylvia Foulston,Consumer
524,David Kendrick,Home Office
525,Doug Jacobs,Home Office
526,Luke Foster,Corporate
527,Sara Luxemburg,Corporate
528,Dianna Wilson,Small Business
529,Michelle Tran,Consumer
530,Sanjit Jacobs,Consumer
531,Barry Gonzalez,Consumer
532,Vivian Mathis,Corporate
533,Vivian Mathis,Home Office
534,Carol Adams,Corporate
535,Vivek Gonzalez,Consumer
536,Bradley Nguyen,Consumer
537,Vivian Mathis,Consumer
538,Michelle Tran,Corporate
539,Pete Takahito,Corporate
540,Jason Klamczynski,Small Business
541,Michelle Tran,Home Office
542,Greg Tran,Home Office
543,Gene McClure,Home Office
544,Helen Wasserman,Home Office
545,Helen Wasserman,Corporate
546,Ross DeVincentis,Corporate
547,Jason Klamczynski,Home Office
548,Valerie Mitchum,Home Office
549,Bradley Nguyen,Corporate
550,Barry Gonzalez,Small Business
551,Bart Pistole,Consumer
552,Chad McGuire,Small Business
553,Scott Cohen,Consumer
554,Gene McClure,Consumer
555,Vivek Sundaresam,Home Office
556,Natalie DeCherney,Consumer
557,Cynthia Delaney,Corporate
558,Tom Stivers,Corporate
559,Gary McGarr,Home Office
560,Cynthia Delaney,Home Office
561,Tom Stivers,Small Business
562,Bart Pistole,Home Office
563,Grant Thornton,Corporate
564,Carlos Meador,Consumer
565,Speros Goranitis,Corporate
566,Ellis Ballard,Corporate
567,Maribeth Dona,Home Office
568,Corey Lock,Home Office
569,Bart Folk,Corporate
570,Keith Herrera,Corporate
571,Nicole Brennan,Home Office
572,Anne Pryor,Consumer
573,Dorris Love,Home Office
574,Caroline Jumper,Corporate
575,Pamela Stobb,Consumer
576,Jasper Cacioppo,Home Office
577,Alan Haines,Consumer
578,Deirdre Greer,Home Office
579,John Stevenson,Small Business
580,Sheri Gordon,Corporate
581,Ben Wallace,Home Office
582,Max Engle,Corporate
583,Fred Chung,Corporate
584,Dennis Kane,Small Business
585,Phillip Flathmann,Small Business
586,Mathew Reese,Small Business
587,Stuart Van,Consumer
588,Brenda Bowman,Small Business
589,Jennifer Ferguson,Corporate
590,Theresa Swint,Consumer
591,Alan Haines,Home Office
592,Katherine Nockton,Home Office
593,Stewart Visinsky,Corporate
594,Jeremy Farry,Small Business
595,Clay Ludtke,Consumer
596,Laurel Elliston,Corporate
597,Katherine Nockton,Corporate
598,Theresa Swint,Small Business
599,Mitch Webber,Corporate
600,Carol Triggs,Home Office
601,Justin MacKendrick,Corporate
602,Jennifer Ferguson,Home Office
603,Sarah Brown,Consumer
604,Anne Pryor,Home Office
605,Tony Sayre,Small Business
606,Karen Ferguson,Corporate
607,Dionis Lloyd,Small Business
608,Carol Triggs,Corporate
609,Lindsay Castell,Small Business
610,Michael Chen,Consumer
611,Tony Sayre,Home Office
612,Theresa Swint,Home Office
613,Dorris Love,Corporate
614,Laurel Elliston,Home Office
615,Toby Carlisle,Home Office
616,Ted Butterfield,Corporate
617,Nora Price,Home Office
618,Liz Willingham,Corporate
619,Lindsay Castell,Corporate
620,Anne Pryor,Corporate
621,Nora Price,Small Business
622,Brenda Bowman,Home Office
623,Shirley Daniels,Corporate
624,Arthur Gainer,Corporate
625,Stuart Calhoun,Consumer
626,Arthur Prichep,Home Office
627,Kean Nguyen,Corporate
628,Jim Kriz,Consumer
629,Harold Ryan,Home Office
630,John Lucas,Corporate
631,Alejandro Grove,Corporate
632,Sam Zeldin,Small Business
633,Sally Hughsby,Consumer
634,Jane Waco,Corporate
635,Sandra Flanagan,Home Office
636,Steve Nguyen,Consumer
637,Herbert Flentye,Small Business
638,Sandra Flanagan,Corporate
639,Xylona Price,Corporate
640,John Lucas,Small Business
641,Bill Overfelt,Corporate
642,Robert Marley,Corporate
643,Mick Hernandez,Home Office
644,Guy Phonely,Corporate
645,Jay Kimmel,Small Business
646,Matt Connell,Corporate
647,Steve Nguyen,Small Business
648,Vivek Grady,Home Office
649,Ben Ferrer,Corporate
650,Karen Daniels,Consumer
651,Pamela Coakley,Corporate
652,Denny Blanton,Home Office
653,Kean Nguyen,Small Business
654,Laura Armstrong,Small Business
655,Vivek Grady,Corporate
656,Lindsay Shagiari,Home Office
657,Cathy Prescott,Corporate
658,Stephanie Ulpright,Consumer
659,Odella Nelson,Small Business
660,Sally Hughsby,Home Office
661,Arthur Prichep,Small Business
662,Ryan Akin,Consumer
663,Todd Sumrall,Consumer
664,Alejandro Grove,Consumer
665,Laura Armstrong,Corporate
666,Greg Hansen,Home Office
667,Darrin Martin,Small Business
668,Ken Brennan,Consumer
669,Max Jones,Home Office
670,Ken Brennan,Home Office
671,Joe Kamberova,Small Business
672,Maureen Fritzler,Corporate
673,Art Foster,Home Office
674,Erica Hackney,Small Business
675,Don Weiss,Corporate
676,Jessica Myrick,Small Business
677,Bruce Degenhardt,Home Office
678,Kalyca Meade,Corporate
679,Troy Blackwell,Home Office
680,Clytie Kelty,Small Business
681,Steven Roelle,Small Business
682,Benjamin Patterson,Corporate
683,Denny Joy,Corporate
684,Amy Cox,Home Office
685,Kristen Hastings,Small Business
686,Kristen Hastings,Corporate
687,Alan Schoenberger,Corporate
688,Alejandro Savely,Corporate
689,Kean Thornton,Corporate
690,Grant Donatelli,Consumer
691,Jason Fortune,Corporate
692,Dave Brooks,Corporate
693,Philip Fox,Home Office
694,Ionia McGrath,Home Office
695,Lori Olson,Consumer
696,Quincy Jones,Home Office
697,Patrick Jones,Home Office
698,Ionia McGrath,Small Business
699,Karen Seio,Consumer
700,Patrick Gardner,Consumer
701,Quincy Jones,Corporate
702,Nona Balk,Corporate
703,Erin Mull,Small Business
704,John Lee,Corporate
705,Erin Mull,Corporate
706,Justin Deggeller,Corporate
707,Keith Dawkins,Home Office
708,Joe Elijah,Home Office
709,Stefanie Holloman,Small Business
710,Ken Black,Consumer
711,Lindsay Williams,Corporate
712,Logan Currie,Small Business
713,Steve Chapman,Corporate
714,Scot Wooten,Corporate
715,Denise Monton,Home Office
716,Marc Crier,Consumer
717,Ed Braxton,Home Office
718,Ed Braxton,Consumer
719,Valerie Takahito,Consumer
720,Penelope Sewall,Home Office
721,Sean Braxton,Small Business
722,Valerie Dominguez,Corporate
723,Susan MacKendrick,Corporate
724,Thais Sissman,Corporate
725,Linda Southworth,Consumer
726,Michael Moore,Corporate
727,Patrick Ryan,Corporate
728,Thais Sissman,Small Business
729,Ross Baird,Corporate
730,Tracy Zic,Consumer
731,Mick Crebagga,Home Office
732,Steven Ward,Consumer
733,Tanja Norvell,Corporate
734,Ryan Crowe,Small Business
735,Irene Maddox,Consumer
736,Nick Radford,Corporate
737,Maurice Satty,Corporate
738,Victor Price,Consumer
739,Maureen Grace,Corporate
740,Eric Hoffmann,Small Business
741,Jill Stevenson,Consumer
742,Evan Bailliet,Corporate
743,Meg Tillman,Small Business
744,Russell D'Ascenzo,Consumer
745,Gary Hwang,Home Office
746,Emily Ducich,Consumer
747,Steven Cartwright,Home Office
748,Sue Ann Reed,Consumer
749,Sanjit Engle,Home Office
750,Katherine Ducich,Corporate
751,Mike Gockenbach,Consumer
752,Tom Zandusky,Home Office
753,Henia Zydlo,Home Office
754,Tracy Collins,Consumer
755,Toby Knight,Consumer
756,Thea Hudgings,Consumer
757,Nora Pelletier,Corporate
758,Nora Pelletier,Home Office
759,Mick Crebagga,Corporate
760,Jamie Frazer,Small Business
761,Tracy Collins,Corporate
762,Rachel Payne,Consumer
763,Craig Molinari,Small Business
764,Joy Daniels,Corporate
765,Jill Fjeld,Home Office
766,Rick Bensley,Consumer
767,Toby Knight,Corporate
768,Maribeth Schnelling,Corporate
769,Arthur Gainer,Consumer
770,Rachel Payne,Home Office
771,Roland Murray,Home Office
772,Peter Fuller,Consumer
773,Sam Craven,Home Office
774,Mitch Willingham,Corporate
775,John Dryer,Corporate
776,Susan Gilcrest,Home Office
777,Randy Bradley,Small Business
778,William Brown,Corporate
779,Rick Hansen,Corporate
780,Toby Grace,Home Office
781,Joseph Holt,Home Office
782,Rick Hansen,Home Office
783,Ashley Jarboe,Small Business
784,Randy Bradley,Corporate
785,William Brown,Home Office
786,Ashley Jarboe,Home Office
787,Pauline Webber,Consumer
788,Kean Takahito,Home Office
789,Nick Zandusky,Small Business
790,Peter Fuller,Corporate
791,Neoma Murray,Small Business
792,Sung Chung,Home Office
793,Darrin Van Huff,Home Office
794,Max Ludwig,Corporate
795,Michelle Moray,Corporate
796,Craig Rider,Small Business
797,Maribeth Yedwab,Home Office
798,Eugene Moren,Home Office
799,Mark Van Huff,Home Office
800,Mark Hamilton,Home Office
801,Sung Shariari,Corporate
802,Richard Eichhorn,Consumer
803,Neil French,Consumer
804,Neil French,Corporate
805,Nicole Fjeld,Small Business
806,Suzanne McNair,Small Business
807,Suzanne McNair,Corporate
808,Susan Pistek,Home Office
809,Nick Crebassa,Corporate
810,Aleksandra Gannaway,Home Office
811,Aleksandra Gannaway,Corporate
812,Carl Weiss,Consumer
813,Joel Eaton,Home Office
814,Justin Ellison,Home Office
815,Jennifer Jackson,Home Office
816,Karen Bern,Corporate
817,Liz Pelletier,Corporate
818,Jonathan Doherty,Corporate
819,Frank Gastineau,Small Business
820,Janet Lee,Consumer
821,Maxwell Schwartz,Corporate
822,Liz Carlisle,Corporate
823,Kelly Collister,Consumer
824,Dennis Pardue,Corporate
825,Dennis Pardue,Small Business
826,John Huston,Consumer
827,MaryBeth Skach,Home Office
828,Liz Pelletier,Home Office
829,Craig Carreira,Corporate
830,Paul Stevenson,Corporate
831,Luke Schmidt,Home Office
832,Kelly Andreada,Home Office
833,Tracy Hopkins,Small Business
834,Craig Leslie,Consumer
835,Michael Grace,Corporate
836,Saphhira Shifley,Corporate
837,Saphhira Shifley,Consumer
838,Laurel Beltran,Consumer
839,Tracy Blumstein,Home Office
840,Larry Blacks,Consumer
841,Richard Bierner,Small Business
842,Tiffany House,Corporate
843,Roy Collins,Corporate
844,Toby Swindell,Small Business
845,Christina Anderson,Corporate
846,Robert Dilbeck,Corporate
847,Randy Ferguson,Home Office
848,Arianne Irving,Corporate
849,Randy Ferguson,Corporate
850,Andy Gerbode,Consumer
851,Amy Hunt,Home Office
852,Trudy Brown,Small Business
853,Amy Hunt,Small Business
854,Brian Dahlen,Small Business
855,Beth Fritzler,Small Business
856,Brosina Hoffman,Consumer
857,Amy Hunt,Consumer
858,Phillina Ober,Small Business
859,Jim Epp,Small Business
860,James Galang,Consumer
861,Lynn Smith,Corporate
862,Christine Abelman,Corporate
863,Pauline Johnson,Corporate
864,Georgia Rosenberg,Consumer
865,Allen Armold,Home Office
866,Katherine Hughes,Consumer
867,Brendan Sweed,Consumer
868,Dario Medina,Small Business
869,Cindy Chapman,Consumer
870,Benjamin Farhat,Home Office
871,Cindy Chapman,Corporate
872,Dianna Vittorini,Corporate
873,Cindy Stewart,Corporate
874,Quincy Jones,Small Business
875,Rob Williams,Home Office
876,Anna Chung,Home Office
877,Ricardo Block,Corporate
878,Cindy Stewart,Consumer
879,Trudy Bell,Consumer
880,Rob Lucas,Small Business
881,Adam Hart,Corporate
882,Roland Fjeld,Corporate
883,Denny Ordway,Small Business
884,Charles Crestani,Consumer
885,Bryan Spruell,Home Office
886,Thomas Thornton,Consumer
887,Tamara Willingham,Corporate
888,Giulietta Dortch,Small Business
889,Anne McFarland,Consumer
890,Dean Katz,Home Office
891,Barry Pond,Consumer
892,Jeremy Pistek,Corporate
893,Cyra Reiten,Consumer
894,Julia Barnett,Home Office
895,Victoria Pisteka,Corporate
896,Dave Kipp,Corporate
897,David Bremer,Corporate
898,Jill Matthias,Consumer
899,Tim Taslimi,Corporate
900,Muhammed Lee,Corporate
901,Juliana Krohn,Corporate
902,Duane Noonan,Corporate
903,Paul Van Hugh,Corporate
904,Dave Kipp,Consumer
